step,avg_violations,min_violations,homogeneity,network,seed
104,36.14947368421053,22,0.7423157894736842,Congress Twitter,42
105,36.00631578947368,22,0.744421052631579,Congress Twitter,42
106,35.892631578947366,22,0.7458105263157896,Congress Twitter,42
107,35.77894736842105,22,0.7469052631578945,Congress Twitter,42
108,35.654736842105265,22,0.7479999999999998,Congress Twitter,42
109,35.513684210526314,22,0.7497263157894737,Congress Twitter,42
110,35.37894736842105,22,0.7513263157894735,Congress Twitter,42
111,35.25052631578947,22,0.7523789473684209,Congress Twitter,42
112,35.12210526315789,22,0.7535578947368421,Congress Twitter,42
113,35.03578947368421,22,0.7548210526315791,Congress Twitter,42
114,34.86526315789474,22,0.7569684210526317,Congress Twitter,42
115,34.76421052631579,22,0.7583578947368417,Congress Twitter,42
116,34.64,22,0.7595368421052632,Congress Twitter,42
117,34.496842105263156,22,0.7608000000000003,Congress Twitter,42
118,34.374736842105264,22,0.7620631578947369,Congress Twitter,42
119,34.28421052631579,22,0.762863157894737,Congress Twitter,42
120,34.22105263157895,21,0.7637894736842107,Congress Twitter,42
121,34.084210526315786,21,0.7645894736842105,Congress Twitter,42
122,33.974736842105266,21,0.7657684210526317,Congress Twitter,42
123,33.886315789473684,21,0.766778947368421,Congress Twitter,42
124,33.80842105263158,21,0.7671999999999999,Congress Twitter,42
125,33.69894736842105,21,0.7682947368421053,Congress Twitter,42
126,33.63368421052632,21,0.769305263157895,Congress Twitter,42
127,33.526315789473685,21,0.7705684210526319,Congress Twitter,42
128,33.40421052631579,21,0.7719578947368422,Congress Twitter,42
129,33.282105263157895,21,0.7731368421052632,Congress Twitter,42
130,33.57684210526316,21,0.7744842105263156,Congress Twitter,42
131,33.48842105263158,21,0.7751999999999997,Congress Twitter,42
132,33.427368421052634,21,0.776042105263158,Congress Twitter,42
133,33.298947368421054,21,0.7777684210526319,Congress Twitter,42
134,33.23368421052631,21,0.7784000000000002,Congress Twitter,42
135,33.136842105263156,21,0.7792,Congress Twitter,42
136,33.07157894736842,21,0.78,Congress Twitter,42
137,32.98736842105263,21,0.7811368421052631,Congress Twitter,42
138,32.915789473684214,21,0.7821052631578946,Congress Twitter,42
139,32.84,21,0.7829894736842108,Congress Twitter,42
140,33.19157894736842,22,0.7834526315789475,Congress Twitter,42
141,33.15157894736842,22,0.7838736842105264,Congress Twitter,42
142,33.09894736842105,22,0.7849263157894737,Congress Twitter,42
143,33.03578947368421,22,0.7856000000000001,Congress Twitter,42
144,32.96,22,0.7866947368421051,Congress Twitter,42
145,32.87157894736842,22,0.7873263157894738,Congress Twitter,42
146,32.810526315789474,22,0.7882526315789476,Congress Twitter,42
147,32.747368421052634,22,0.7890947368421053,Congress Twitter,42
148,32.688421052631575,22,0.7897684210526316,Congress Twitter,42
149,32.58105263157895,22,0.7901473684210526,Congress Twitter,42
150,32.932631578947365,23,0.7909052631578946,Congress Twitter,42
151,32.856842105263155,23,0.7917894736842105,Congress Twitter,42
152,32.783157894736846,23,0.7924631578947369,Congress Twitter,42
153,32.72210526315789,23,0.7929684210526315,Congress Twitter,42
154,32.64421052631579,23,0.7933052631578947,Congress Twitter,42
155,32.56,23,0.7935999999999999,Congress Twitter,42
156,32.51578947368421,23,0.7941894736842106,Congress Twitter,42
157,32.486315789473686,23,0.7946105263157893,Congress Twitter,42
158,32.427368421052634,23,0.7952421052631578,Congress Twitter,42
159,32.36631578947368,23,0.7954526315789474,Congress Twitter,42
160,32.27368421052632,23,0.7962947368421054,Congress Twitter,42
161,32.20421052631579,23,0.7972210526315792,Congress Twitter,42
162,32.12421052631579,23,0.797684210526316,Congress Twitter,42
163,32.05894736842105,23,0.7981894736842107,Congress Twitter,42
164,31.985263157894735,23,0.7984842105263158,Congress Twitter,42
165,31.917894736842104,23,0.7993684210526315,Congress Twitter,42
166,31.833684210526314,23,0.7996210526315788,Congress Twitter,42
167,31.774736842105263,23,0.7999578947368421,Congress Twitter,42
168,31.698947368421052,23,0.8003368421052635,Congress Twitter,42
169,31.621052631578948,23,0.8014736842105264,Congress Twitter,42
170,31.65684210526316,23,0.8023578947368424,Congress Twitter,42
171,31.593684210526316,23,0.8033263157894739,Congress Twitter,42
172,31.517894736842106,23,0.8042947368421054,Congress Twitter,42
173,31.47157894736842,23,0.804842105263158,Congress Twitter,42
174,31.397894736842105,23,0.806021052631579,Congress Twitter,42
175,31.34526315789474,23,0.8071578947368423,Congress Twitter,42
176,31.29263157894737,23,0.8081684210526318,Congress Twitter,42
177,31.263157894736842,23,0.8083368421052632,Congress Twitter,42
178,31.197894736842105,23,0.8090947368421054,Congress Twitter,42
179,31.17684210526316,23,0.8093473684210528,Congress Twitter,42
180,31.583157894736843,23,0.8102315789473684,Congress Twitter,42
181,31.534736842105264,23,0.8107368421052632,Congress Twitter,42
182,31.469473684210527,23,0.8112842105263159,Congress Twitter,42
183,31.43578947368421,23,0.8118736842105264,Congress Twitter,42
184,31.416842105263157,23,0.8123789473684212,Congress Twitter,42
185,31.36421052631579,23,0.8133052631578949,Congress Twitter,42
186,31.32,23,0.8144421052631582,Congress Twitter,42
187,31.28,23,0.8149894736842107,Congress Twitter,42
188,31.214736842105264,23,0.8157894736842105,Congress Twitter,42
189,31.181052631578947,23,0.8161263157894738,Congress Twitter,42
190,31.846315789473685,23,0.8166315789473687,Congress Twitter,42
191,31.82315789473684,23,0.8168000000000002,Congress Twitter,42
192,31.80842105263158,23,0.8168000000000001,Congress Twitter,42
193,31.745263157894737,23,0.8174315789473687,Congress Twitter,42
194,31.69684210526316,23,0.8179368421052632,Congress Twitter,42
195,31.633684210526315,23,0.8181052631578949,Congress Twitter,42
196,31.606315789473683,23,0.8186526315789474,Congress Twitter,42
197,31.623157894736842,23,0.8190736842105261,Congress Twitter,42
198,31.57263157894737,23,0.8199999999999998,Congress Twitter,42
199,31.509473684210526,23,0.8209263157894736,Congress Twitter,42
200,31.938947368421054,24,0.8214736842105261,Congress Twitter,42
1,63.48421052631579,43,0.5156210526315789,Congress Twitter,43
2,63.490526315789474,43,0.5156210526315789,Congress Twitter,43
3,63.42526315789474,43,0.5158315789473683,Congress Twitter,43
4,63.29263157894737,43,0.5162526315789472,Congress Twitter,43
5,62.985263157894735,43,0.5176842105263156,Congress Twitter,43
6,62.63368421052632,43,0.5186526315789473,Congress Twitter,43
7,62.29684210526316,43,0.5210526315789474,Congress Twitter,43
8,61.94736842105263,43,0.5228210526315786,Congress Twitter,43
9,61.562105263157896,42,0.5257263157894737,Congress Twitter,43
10,61.305263157894736,43,0.5290105263157893,Congress Twitter,43
11,60.77263157894737,43,0.5315789473684212,Congress Twitter,43
12,60.25052631578947,42,0.5345263157894735,Congress Twitter,43
13,59.76631578947369,42,0.5381894736842106,Congress Twitter,43
14,59.17894736842105,39,0.5412210526315789,Congress Twitter,43
15,58.60421052631579,37,0.5451789473684209,Congress Twitter,43
16,58.037894736842105,33,0.548673684210526,Congress Twitter,43
17,57.60631578947368,33,0.552378947368421,Congress Twitter,43
18,57.189473684210526,33,0.5557473684210525,Congress Twitter,43
19,56.76631578947369,33,0.559242105263158,Congress Twitter,43
20,55.991578947368424,33,0.5634105263157894,Congress Twitter,43
21,55.549473684210525,31,0.5667789473684209,Congress Twitter,43
22,54.962105263157895,31,0.5710736842105263,Congress Twitter,43
23,54.44842105263158,29,0.5755368421052632,Congress Twitter,43
24,54.12210526315789,29,0.5788631578947367,Congress Twitter,43
25,53.677894736842106,29,0.582736842105263,Congress Twitter,43
26,53.24842105263158,29,0.5865263157894736,Congress Twitter,43
27,52.823157894736845,29,0.589557894736842,Congress Twitter,43
28,52.41894736842105,29,0.593136842105263,Congress Twitter,43
29,52.065263157894734,29,0.5962526315789473,Congress Twitter,43
30,51.62736842105263,30,0.5992842105263158,Congress Twitter,43
31,51.27368421052632,30,0.6019789473684211,Congress Twitter,43
32,50.81894736842105,30,0.6051368421052631,Congress Twitter,43
33,50.41684210526316,30,0.6078736842105262,Congress Twitter,43
34,49.96842105263158,28,0.6108631578947368,Congress Twitter,43
35,49.52421052631579,27,0.6134315789473684,Congress Twitter,43
36,49.176842105263155,24,0.6156210526315791,Congress Twitter,43
37,48.83578947368421,24,0.617094736842105,Congress Twitter,43
38,48.48421052631579,24,0.6189894736842105,Congress Twitter,43
39,48.07368421052632,24,0.6215578947368422,Congress Twitter,43
40,48.02315789473684,25,0.6246736842105264,Congress Twitter,43
41,47.688421052631575,25,0.6269473684210526,Congress Twitter,43
42,47.36,25,0.6285894736842106,Congress Twitter,43
43,47.153684210526315,25,0.6316631578947368,Congress Twitter,43
44,46.76210526315789,25,0.6341473684210527,Congress Twitter,43
45,46.50526315789474,25,0.6362105263157894,Congress Twitter,43
46,46.21473684210526,25,0.6377684210526318,Congress Twitter,43
47,45.96842105263158,25,0.6394526315789473,Congress Twitter,43
48,45.65684210526316,25,0.6407157894736843,Congress Twitter,43
49,45.41894736842105,25,0.6429052631578948,Congress Twitter,43
50,45.153684210526315,25,0.6445894736842105,Congress Twitter,43
51,44.93052631578947,25,0.6461894736842106,Congress Twitter,43
52,44.60631578947368,25,0.6477894736842105,Congress Twitter,43
53,44.39157894736842,25,0.649978947368421,Congress Twitter,43
54,44.136842105263156,25,0.6525894736842105,Congress Twitter,43
55,43.858947368421056,25,0.6545684210526317,Congress Twitter,43
56,43.58736842105263,25,0.6566315789473681,Congress Twitter,43
57,43.246315789473684,25,0.6596210526315788,Congress Twitter,43
58,42.98736842105263,25,0.6613052631578946,Congress Twitter,43
59,42.77263157894737,25,0.6634947368421052,Congress Twitter,43
60,42.64421052631579,25,0.6652631578947367,Congress Twitter,43
61,42.427368421052634,25,0.6668210526315788,Congress Twitter,43
62,42.23578947368421,25,0.6689263157894737,Congress Twitter,43
63,41.98947368421052,25,0.6706105263157892,Congress Twitter,43
64,41.72631578947368,25,0.6724631578947369,Congress Twitter,43
65,41.51578947368421,25,0.6741473684210526,Congress Twitter,43
66,41.311578947368425,24,0.6765052631578949,Congress Twitter,43
67,41.06315789473684,24,0.6789894736842108,Congress Twitter,43
68,40.892631578947366,24,0.6808842105263159,Congress Twitter,43
69,40.66947368421052,24,0.6833263157894736,Congress Twitter,43
70,40.6,24,0.6853894736842104,Congress Twitter,43
71,40.36842105263158,24,0.6874947368421052,Congress Twitter,43
72,40.2,24,0.6890105263157893,Congress Twitter,43
73,39.938947368421054,23,0.6912000000000001,Congress Twitter,43
74,39.79578947368421,23,0.6927157894736843,Congress Twitter,43
75,39.60421052631579,23,0.6945684210526315,Congress Twitter,43
76,39.397894736842105,23,0.6958315789473682,Congress Twitter,43
77,39.21473684210526,23,0.6974315789473684,Congress Twitter,43
78,39.067368421052635,24,0.6988210526315791,Congress Twitter,43
79,38.89473684210526,24,0.7002947368421054,Congress Twitter,43
80,38.83157894736842,23,0.7021052631578948,Congress Twitter,43
81,38.63789473684211,23,0.703957894736842,Congress Twitter,43
82,38.46736842105263,23,0.705305263157895,Congress Twitter,43
83,38.26736842105263,23,0.7070315789473685,Congress Twitter,43
84,38.1178947368421,23,0.7082105263157895,Congress Twitter,43
85,38.002105263157894,23,0.709221052631579,Congress Twitter,43
86,37.89473684210526,23,0.7105684210526317,Congress Twitter,43
87,37.76210526315789,23,0.7116631578947369,Congress Twitter,43
88,37.614736842105266,23,0.7130947368421053,Congress Twitter,43
89,37.48842105263158,23,0.7139368421052632,Congress Twitter,43
90,37.56842105263158,23,0.7152842105263159,Congress Twitter,43
91,37.410526315789475,23,0.7166315789473685,Congress Twitter,43
92,37.29052631578947,23,0.7175157894736843,Congress Twitter,43
93,37.16,23,0.7189052631578946,Congress Twitter,43
94,36.997894736842106,23,0.7206315789473685,Congress Twitter,43
95,36.83578947368421,23,0.7224000000000003,Congress Twitter,43
96,36.66736842105263,23,0.7238315789473685,Congress Twitter,43
97,36.526315789473685,23,0.7252210526315791,Congress Twitter,43
98,36.36210526315789,23,0.7267368421052631,Congress Twitter,43
99,36.25473684210527,23,0.727578947368421,Congress Twitter,43
100,36.40421052631579,23,0.7293052631578947,Congress Twitter,43
101,36.27789473684211,23,0.7308631578947369,Congress Twitter,43
102,36.141052631578944,23,0.7320842105263161,Congress Twitter,43
103,36.01894736842105,23,0.7336842105263157,Congress Twitter,43
104,35.88842105263158,23,0.7354105263157896,Congress Twitter,43
105,35.816842105263156,23,0.7361684210526317,Congress Twitter,43
106,35.69263157894737,23,0.7370105263157893,Congress Twitter,43
107,35.58736842105263,23,0.738357894736842,Congress Twitter,43
108,35.437894736842104,23,0.7399157894736842,Congress Twitter,43
109,35.328421052631576,23,0.7410105263157893,Congress Twitter,43
110,35.75157894736842,23,0.7421473684210528,Congress Twitter,43
111,35.64,23,0.7434105263157895,Congress Twitter,43
112,35.55789473684211,23,0.7449263157894738,Congress Twitter,43
113,35.48421052631579,23,0.7461052631578948,Congress Twitter,43
114,35.387368421052635,23,0.7474105263157899,Congress Twitter,43
115,35.24842105263158,23,0.7488421052631581,Congress Twitter,43
116,35.16421052631579,23,0.749726315789474,Congress Twitter,43
117,35.08631578947369,23,0.7507368421052633,Congress Twitter,43
118,34.974736842105266,23,0.7517473684210527,Congress Twitter,43
119,34.90526315789474,23,0.7528000000000001,Congress Twitter,43
120,35.33894736842105,23,0.7536842105263158,Congress Twitter,43
121,35.26105263157895,23,0.7546526315789476,Congress Twitter,43
122,35.153684210526315,23,0.7557052631578948,Congress Twitter,43
123,35.09263157894737,23,0.7567999999999999,Congress Twitter,43
124,35.014736842105265,23,0.7578947368421052,Congress Twitter,43
125,34.93684210526316,23,0.7588631578947368,Congress Twitter,43
126,34.823157894736845,23,0.759873684210526,Congress Twitter,43
127,34.74315789473684,23,0.7607999999999998,Congress Twitter,43
128,34.654736842105265,23,0.7617263157894736,Congress Twitter,43
129,34.55368421052631,23,0.762652631578947,Congress Twitter,43
130,34.193684210526314,23,0.7632842105263156,Congress Twitter,43
131,34.12421052631579,22,0.7640842105263157,Congress Twitter,43
132,34.03368421052632,22,0.7646315789473686,Congress Twitter,43
133,34.01052631578948,22,0.7652210526315792,Congress Twitter,43
134,33.90105263157895,22,0.7661473684210529,Congress Twitter,43
135,33.80842105263158,22,0.766989473684211,Congress Twitter,43
136,33.74526315789473,22,0.7675789473684214,Congress Twitter,43
137,33.677894736842106,22,0.7683368421052633,Congress Twitter,43
138,33.63789473684211,22,0.7691789473684213,Congress Twitter,43
139,33.54736842105263,22,0.7698526315789475,Congress Twitter,43
140,34.183157894736844,23,0.7706526315789475,Congress Twitter,43
141,34.10526315789474,23,0.7711157894736843,Congress Twitter,43
142,34.050526315789476,23,0.7718315789473686,Congress Twitter,43
143,33.98105263157895,23,0.7724210526315791,Congress Twitter,43
144,33.909473684210525,23,0.7733473684210527,Congress Twitter,43
145,33.87789473684211,23,0.7737263157894738,Congress Twitter,43
146,33.81263157894737,23,0.7744,Congress Twitter,43
147,33.753684210526316,23,0.7748210526315789,Congress Twitter,43
148,33.688421052631575,23,0.7753263157894736,Congress Twitter,43
149,33.602105263157895,23,0.7761263157894736,Congress Twitter,43
150,33.77473684210526,23,0.7766315789473682,Congress Twitter,43
151,33.69684210526316,23,0.7768842105263157,Congress Twitter,43
152,33.654736842105265,23,0.7773052631578945,Congress Twitter,43
153,33.58105263157895,23,0.7777263157894736,Congress Twitter,43
154,33.562105263157896,23,0.7783157894736842,Congress Twitter,43
155,33.53052631578947,23,0.7790736842105264,Congress Twitter,43
156,33.46947368421053,23,0.7795368421052632,Congress Twitter,43
157,33.397894736842105,23,0.7801263157894737,Congress Twitter,43
158,33.37263157894737,23,0.780715789473684,Congress Twitter,43
159,33.32421052631579,23,0.7809684210526316,Congress Twitter,43
160,33.40631578947369,23,0.7815578947368422,Congress Twitter,43
161,33.33684210526316,23,0.7823157894736843,Congress Twitter,43
162,33.26736842105263,23,0.7829473684210526,Congress Twitter,43
163,33.22736842105263,23,0.7833684210526317,Congress Twitter,43
164,33.18526315789474,23,0.7839578947368422,Congress Twitter,43
165,33.11578947368421,23,0.784421052631579,Congress Twitter,43
166,33.067368421052635,23,0.7850105263157896,Congress Twitter,43
167,33.04631578947368,23,0.7854315789473687,Congress Twitter,43
168,33.01263157894737,23,0.7857263157894738,Congress Twitter,43
169,32.98105263157895,23,0.7860631578947371,Congress Twitter,43
170,33.41473684210526,24,0.7865263157894737,Congress Twitter,43
171,33.36421052631579,24,0.7872000000000002,Congress Twitter,43
172,33.30736842105263,24,0.7875789473684214,Congress Twitter,43
173,33.29684210526316,24,0.7880000000000004,Congress Twitter,43
174,33.265263157894736,24,0.788168421052632,Congress Twitter,43
175,33.2,24,0.7890947368421054,Congress Twitter,43
176,33.15157894736842,24,0.7891789473684213,Congress Twitter,43
177,33.11578947368421,24,0.7895578947368423,Congress Twitter,43
178,33.08631578947369,24,0.7900631578947369,Congress Twitter,43
179,33.025263157894734,24,0.7906526315789475,Congress Twitter,43
180,32.63157894736842,23,0.7909052631578949,Congress Twitter,43
181,32.58526315789474,23,0.7912421052631577,Congress Twitter,43
182,32.49473684210526,23,0.7920842105263158,Congress Twitter,43
183,32.4778947368421,23,0.7923368421052632,Congress Twitter,43
184,32.437894736842104,23,0.7928000000000002,Congress Twitter,43
185,32.39157894736842,23,0.793305263157895,Congress Twitter,43
186,32.35578947368421,23,0.793642105263158,Congress Twitter,43
187,32.305263157894736,23,0.7944842105263156,Congress Twitter,43
188,32.27157894736842,23,0.7948210526315789,Congress Twitter,43
189,32.216842105263154,23,0.7952421052631578,Congress Twitter,43
190,32.17473684210526,23,0.7957052631578947,Congress Twitter,43
191,32.14526315789474,23,0.7961684210526317,Congress Twitter,43
192,32.113684210526316,23,0.7966315789473686,Congress Twitter,43
193,32.054736842105264,23,0.7970947368421054,Congress Twitter,43
194,32.01894736842105,23,0.7976000000000001,Congress Twitter,43
195,31.96842105263158,23,0.7979368421052631,Congress Twitter,43
196,31.930526315789475,23,0.7984842105263158,Congress Twitter,43
197,31.87157894736842,23,0.7991578947368422,Congress Twitter,43
198,31.835789473684212,23,0.7994105263157897,Congress Twitter,43
199,31.785263157894736,23,0.7999157894736842,Congress Twitter,43
200,32.44,24,0.8004210526315789,Congress Twitter,43
1,62.59281437125748,49,0.5392814371257489,Email Manufacturing,42
2,62.51497005988024,46,0.5402395209580843,Email Manufacturing,42
3,62.34131736526946,46,0.5411976047904196,Email Manufacturing,42
4,61.98203592814371,46,0.5427544910179646,Email Manufacturing,42
5,61.604790419161674,46,0.546467065868264,Email Manufacturing,42
6,61.125748502994014,44,0.550658682634731,Email Manufacturing,42
7,60.49101796407186,44,0.5530538922155693,Email Manufacturing,42
8,59.88622754491018,44,0.5559281437125753,Email Manufacturing,42
9,59.4311377245509,44,0.5596407185628747,Email Manufacturing,42
10,59.24550898203593,40,0.5614371257485034,Email Manufacturing,42
11,58.80239520958084,40,0.5639520958083836,Email Manufacturing,42
12,58.50299401197605,40,0.5651497005988028,Email Manufacturing,42
13,58.10778443113772,40,0.5673053892215572,Email Manufacturing,42
14,57.808383233532936,40,0.5698203592814375,Email Manufacturing,42
15,57.532934131736525,40,0.5716167664670663,Email Manufacturing,42
16,57.10778443113772,40,0.5741317365269464,Email Manufacturing,42
17,56.808383233532936,37,0.5750898203592818,Email Manufacturing,42
18,56.40119760479042,37,0.5764071856287427,Email Manufacturing,42
19,56.041916167664674,37,0.5791616766467069,Email Manufacturing,42
20,56.275449101796404,38,0.5821556886227547,Email Manufacturing,42
21,55.8502994011976,38,0.5859880239520959,Email Manufacturing,42
22,55.44311377245509,38,0.5885029940119764,Email Manufacturing,42
23,55.02994011976048,38,0.5923353293413176,Email Manufacturing,42
24,54.73053892215569,38,0.5954491017964074,Email Manufacturing,42
25,54.5748502994012,38,0.5983233532934135,Email Manufacturing,42
26,54.35329341317365,38,0.6014371257485033,Email Manufacturing,42
27,54.25149700598802,39,0.6037125748502996,Email Manufacturing,42
28,54.07784431137725,38,0.6068263473053893,Email Manufacturing,42
29,53.92814371257485,38,0.6091017964071856,Email Manufacturing,42
30,53.78443113772455,39,0.6110179640718564,Email Manufacturing,42
31,53.59880239520958,39,0.6119760479041918,Email Manufacturing,42
32,53.455089820359284,39,0.6126946107784432,Email Manufacturing,42
33,53.35329341317365,37,0.6146107784431138,Email Manufacturing,42
34,53.209580838323355,37,0.6152095808383234,Email Manufacturing,42
35,53.08982035928144,37,0.6155688622754493,Email Manufacturing,42
36,52.98203592814371,37,0.6161676646706585,Email Manufacturing,42
37,52.82035928143713,37,0.6162874251497006,Email Manufacturing,42
38,52.59281437125748,37,0.6177245508982038,Email Manufacturing,42
39,52.40119760479042,37,0.6178443113772457,Email Manufacturing,42
40,52.30538922155689,37,0.6183233532934133,Email Manufacturing,42
41,52.09580838323353,37,0.6198802395209583,Email Manufacturing,42
42,51.98802395209581,37,0.6210778443113774,Email Manufacturing,42
43,51.83832335329341,37,0.6226347305389222,Email Manufacturing,42
44,51.706586826347305,37,0.622994011976048,Email Manufacturing,42
45,51.550898203592816,34,0.6233532934131738,Email Manufacturing,42
46,51.47305389221557,34,0.6235928143712577,Email Manufacturing,42
47,51.34730538922156,34,0.6239520958083834,Email Manufacturing,42
48,51.203592814371255,34,0.6249101796407186,Email Manufacturing,42
49,51.07784431137725,34,0.6246706586826347,Email Manufacturing,42
50,50.61077844311377,33,0.6252694610778442,Email Manufacturing,42
51,50.41916167664671,30,0.6265868263473053,Email Manufacturing,42
