topo,seed,agent,indeg,eig,meanV
Hierarchical,48,2,6,0.6667,29.3
Hierarchical,48,3,3,0.3333,27.87
Hierarchical,48,4,2,0.2222,32.704
Hierarchical,48,5,1,0.1111,31.598
Hierarchical,48,6,2,0.2222,29.134
Hierarchical,48,7,6,0.6667,26.286
Hierarchical,48,8,5,0.5556,30.308
Hierarchical,48,9,3,0.3333,29.124
Hierarchical,48,10,2,0.2222,32.516
Hierarchical,48,11,2,0.2222,32.498
Hierarchical,48,12,7,0.7778,26.722
Hierarchical,48,13,3,0.3333,29.9
Hierarchical,48,14,5,0.5556,29.362
Hierarchical,48,15,2,0.2222,31.224
Hierarchical,48,16,2,0.2222,32.906
Hierarchical,48,17,1,0.1111,30.462
Hierarchical,48,18,3,0.3333,32.86
Hierarchical,48,19,8,0.8889,28.67
Hierarchical,48,20,0,0.0,31.512
Hierarchical,48,21,4,0.4444,28.284
Hierarchical,48,22,6,0.6667,28.036
Hierarchical,48,23,9,1.0,28.082
Hierarchical,48,24,6,0.6667,27.856
Hierarchical,48,25,2,0.2222,29.624
Hierarchical,48,26,2,0.2222,31.266
Hierarchical,48,27,1,0.1111,29.62
Hierarchical,48,28,3,0.3333,30.888
Hierarchical,48,29,5,0.5556,27.268
Hierarchical,48,30,3,0.3333,27.924
Hierarchical,48,31,4,0.4444,28.796
Hierarchical,48,32,5,0.5556,29.788
Hierarchical,48,33,3,0.3333,28.198
Hierarchical,48,34,5,0.5556,30.726
Hierarchical,48,35,2,0.2222,30.872
Hierarchical,48,36,2,0.2222,30.688
Hierarchical,48,37,3,0.3333,28.29
Hierarchical,48,38,5,0.5556,30.244
Hierarchical,48,39,2,0.2222,29.636
Hierarchical,48,40,4,0.4444,28.976
Hierarchical,48,41,5,0.5556,27.386
Hierarchical,48,42,1,0.1111,33.272
Hierarchical,48,43,5,0.5556,29.048
Hierarchical,48,44,4,0.4444,28.744
Hierarchical,48,45,2,0.2222,32.968
Hierarchical,48,46,5,0.5556,29.454
Hierarchical,48,47,2,0.2222,33.116
Hierarchical,48,48,2,0.2222,29.848
Hierarchical,48,49,7,0.7778,28.106
Hierarchical,48,50,1,0.1111,32.032
Hierarchical,48,51,2,0.2222,32.554
Hierarchical,48,52,3,0.3333,30.306
Hierarchical,48,53,6,0.6667,29.226
Hierarchical,48,54,1,0.1111,31.642
Hierarchical,48,55,3,0.3333,28.046
Hierarchical,48,56,3,0.3333,27.178
Hierarchical,48,57,4,0.4444,26.472
Hierarchical,48,58,3,0.3333,30.276
Hierarchical,48,59,9,1.0,27.828
Hierarchical,48,60,8,0.8889,27.25
Hierarchical,48,61,7,0.7778,27.504
Hierarchical,48,62,4,0.4444,31.564
Hierarchical,48,63,7,0.7778,28.59
Hierarchical,48,64,2,0.2222,33.976
Hierarchical,48,65,6,0.6667,30.036
Hierarchical,48,66,2,0.2222,30.74
Hierarchical,48,67,1,0.1111,29.638
Hierarchical,48,68,4,0.4444,29.664
Hierarchical,48,69,4,0.4444,28.084
Hierarchical,48,70,3,0.3333,30.718
Hierarchical,48,71,5,0.5556,29.14
Hierarchical,48,72,2,0.2222,34.476
Hierarchical,48,73,8,0.8889,28.08
Hierarchical,48,74,3,0.3333,28.242
Hierarchical,48,75,5,0.5556,29.586
Hierarchical,48,76,1,0.1111,28.444
Hierarchical,48,77,8,0.8889,28.106
Hierarchical,48,78,3,0.3333,30.726
Hierarchical,48,79,6,0.6667,29.366
Hierarchical,49,0,2,0.1595,29.892
Hierarchical,49,1,2,0.223,30.578
Hierarchical,49,2,3,0.2213,30.844
Hierarchical,49,3,5,0.1245,27.954
Hierarchical,49,4,6,0.1803,28.332
Hierarchical,49,5,7,0.1391,27.566
Hierarchical,49,6,5,0.0608,28.252
Hierarchical,49,7,5,0.3141,26.85
Hierarchical,49,8,7,0.3456,27.318
Hierarchical,49,9,5,0.1007,27.998
Hierarchical,49,10,4,0.4461,27.812
Hierarchical,49,11,3,0.1329,30.946
Hierarchical,49,12,4,0.0726,29.542
Hierarchical,49,13,6,0.4969,26.402
Hierarchical,49,14,7,0.1031,27.568
Hierarchical,49,15,4,0.3005,27.672
Hierarchical,49,16,3,0.3305,29.01
Hierarchical,49,17,1,0.2186,31.708
Hierarchical,49,18,4,0.4411,29.722
Hierarchical,49,19,2,0.4542,30.056
Hierarchical,49,20,2,0.189,30.578
Hierarchical,49,21,7,0.0027,27.47
Hierarchical,49,22,1,0.2494,32.048
Hierarchical,49,23,4,0.1158,26.812
Hierarchical,49,24,5,0.0409,27.734
Hierarchical,49,25,3,0.8958,28.094
Hierarchical,49,26,8,0.3347,28.994
Hierarchical,49,27,3,0.3852,32.988
Hierarchical,49,28,2,0.1567,29.808
Hierarchical,49,29,4,0.051,27.732
Hierarchical,49,30,5,0.2309,27.84
Hierarchical,49,31,2,0.3294,29.558
Hierarchical,49,32,4,0.328,29.886
Hierarchical,49,33,4,0.2918,25.908
Hierarchical,49,34,5,0.158,26.678
Hierarchical,49,35,8,1.0,26.126
Hierarchical,49,36,8,0.0406,27.106
Hierarchical,49,37,4,0.1472,28.548
Hierarchical,49,38,2,0.3498,31.29
Hierarchical,49,39,3,0.4432,27.138
Hierarchical,49,40,2,0.2012,28.722
Hierarchical,49,41,1,0.0354,30.882
Hierarchical,49,42,4,0.3197,28.37
Hierarchical,49,43,2,0.6363,31.866
Hierarchical,49,44,7,0.1976,28.414
Hierarchical,49,45,4,0.1593,28.556
Hierarchical,49,46,2,0.5312,28.08
Hierarchical,49,47,3,0.0989,28.284
Hierarchical,49,48,6,0.0823,28.324
Hierarchical,49,49,5,0.448,26.784
Hierarchical,49,50,1,0.2056,29.542
Hierarchical,49,51,5,0.1956,27.418
Hierarchical,49,52,5,0.1838,25.812
Hierarchical,49,53,1,0.1033,33.08
Hierarchical,49,54,4,0.0971,29.138
Hierarchical,49,55,1,0.0378,31.284
Hierarchical,49,56,3,0.0772,29.376
Hierarchical,49,57,2,0.1307,30.496
Hierarchical,49,58,2,0.6588,28.916
Hierarchical,49,59,3,0.5058,30.492
Hierarchical,49,60,2,0.2237,31.696
Hierarchical,49,61,2,0.1146,31.384
Hierarchical,49,62,4,0.2479,29.182
Hierarchical,49,63,4,0.3145,29.616
Hierarchical,49,64,2,0.0034,31.338
Hierarchical,49,65,5,0.4866,28.726
Hierarchical,49,66,6,0.3201,27.386
Hierarchical,49,67,5,0.3808,29.95
Hierarchical,49,68,4,0.6739,27.124
Hierarchical,49,69,3,0.0604,28.524
Hierarchical,49,70,6,0.0661,28.538
Hierarchical,49,71,4,0.257,28.822
Hierarchical,49,72,3,0.0442,28.112
Hierarchical,49,73,6,0.154,25.73
Hierarchical,49,74,2,0.2238,28.28
Hierarchical,49,75,6,0.0105,26.22
Hierarchical,49,76,2,0.0731,29.816
Hierarchical,49,77,3,0.3698,31.45
Hierarchical,49,78,4,0.1986,29.716
Hierarchical,49,79,4,0.5171,29.8
Hierarchical,50,0,6,0.6,27.82
Hierarchical,50,1,4,0.4,30.502
Hierarchical,50,2,6,0.6,27.774
Hierarchical,50,3,4,0.4,29.688
Hierarchical,50,4,4,0.4,31.272
Hierarchical,50,5,6,0.6,29.526
Hierarchical,50,6,4,0.4,29.178
Hierarchical,50,7,3,0.3,30.884
Hierarchical,50,8,6,0.6,24.67
Hierarchical,50,9,5,0.5,27.384
Hierarchical,50,10,2,0.2,30.076
Hierarchical,50,11,1,0.1,32.416
Hierarchical,50,12,4,0.4,29.804
Hierarchical,50,13,4,0.4,26.294
Hierarchical,50,14,6,0.6,28.646
Hierarchical,50,15,5,0.5,24.734
Hierarchical,50,16,4,0.4,27.816
Hierarchical,50,17,7,0.7,27.338
Hierarchical,50,18,8,0.8,25.04
Hierarchical,50,19,5,0.5,27.686
Hierarchical,50,20,5,0.5,29.198
Hierarchical,50,21,4,0.4,29.502
Hierarchical,50,22,2,0.2,29.566
Hierarchical,50,23,6,0.6,28.846
Hierarchical,50,24,7,0.7,26.986
Hierarchical,50,25,9,0.9,25.162
Hierarchical,50,26,6,0.6,28.342
Hierarchical,50,27,4,0.4,27.906
Hierarchical,50,28,5,0.5,30.304
Hierarchical,50,29,5,0.5,29.488
Hierarchical,50,30,2,0.2,27.48
Hierarchical,50,31,10,1.0,26.864
Hierarchical,50,32,5,0.5,29.386
Hierarchical,50,33,4,0.4,26.77
Hierarchical,50,34,8,0.8,26.486
Hierarchical,50,35,3,0.3,30.184
Hierarchical,50,36,2,0.2,29.508
Hierarchical,50,37,3,0.3,28.578
Hierarchical,50,38,6,0.6,27.102
Hierarchical,50,39,7,0.7,26.15
Hierarchical,50,40,4,0.4,30.78
Hierarchical,50,41,3,0.3,29.272
Hierarchical,50,42,1,0.1,32.404
Hierarchical,50,43,4,0.4,28.15
Hierarchical,50,44,3,0.3,30.762
Hierarchical,50,45,0,0.0,27.388
Hierarchical,50,46,6,0.6,26.508
Hierarchical,50,47,5,0.5,27.572
Hierarchical,50,48,3,0.3,31.96
Hierarchical,50,49,2,0.2,28.942
Hierarchical,50,50,5,0.5,28.616
Hierarchical,50,51,2,0.2,29.628
Hierarchical,50,52,5,0.5,27.674
Hierarchical,50,53,5,0.5,26.34
Hierarchical,50,54,2,0.2,30.144
Hierarchical,50,55,7,0.7,27.226
Hierarchical,50,56,2,0.2,28.798
Hierarchical,50,57,4,0.4,28.454
Hierarchical,50,58,2,0.2,28.314
Hierarchical,50,59,2,0.2,28.868
Hierarchical,50,60,7,0.7,25.95
Hierarchical,50,61,2,0.2,31.628
Hierarchical,50,62,6,0.6,27.356
Hierarchical,50,63,3,0.3,28.546
Hierarchical,50,64,5,0.5,29.578
Hierarchical,50,65,7,0.7,24.86
Hierarchical,50,66,3,0.3,30.856
Hierarchical,50,67,5,0.5,28.64
Hierarchical,50,68,2,0.2,26.794
Hierarchical,50,69,8,0.8,26.51
Hierarchical,50,70,4,0.4,26.868
Hierarchical,50,71,6,0.6,25.796
Hierarchical,50,72,4,0.4,30.494
Hierarchical,50,73,3,0.3,27.932
Hierarchical,50,74,7,0.7,27.022
Hierarchical,50,75,6,0.6,28.528
Hierarchical,50,76,4,0.4,26.532
Hierarchical,50,77,1,0.1,28.582
Hierarchical,50,78,2,0.2,30.368
Hierarchical,50,79,1,0.1,31.482
Hierarchical,51,0,4,0.4,29.356
Hierarchical,51,1,6,0.6,27.696
Hierarchical,51,2,6,0.6,25.384
Hierarchical,51,3,4,0.4,28.346
Hierarchical,51,4,3,0.3,29.31
Hierarchical,51,5,7,0.7,26.072
Hierarchical,51,6,1,0.1,28.74
Hierarchical,51,7,7,0.7,25.67
Hierarchical,51,8,2,0.2,26.266
Hierarchical,51,9,4,0.4,26.186
Hierarchical,51,10,6,0.6,25.788
Hierarchical,51,11,4,0.4,28.292
Hierarchical,51,12,1,0.1,32.518
Hierarchical,51,13,4,0.4,27.382
Hierarchical,51,14,5,0.5,24.99
Hierarchical,51,15,6,0.6,26.064
Hierarchical,51,16,3,0.3,28.59
Hierarchical,51,17,3,0.3,31.66
Hierarchical,51,18,8,0.8,27.78
Hierarchical,51,19,5,0.5,26.662
Hierarchical,51,20,3,0.3,29.198
Hierarchical,51,21,3,0.3,27.396
Hierarchical,51,22,4,0.4,28.564
Hierarchical,51,23,2,0.2,29.53
Hierarchical,51,24,4,0.4,27.268
Hierarchical,51,25,1,0.1,29.322
Hierarchical,51,26,2,0.2,30.054
Hierarchical,51,27,7,0.7,26.062
Hierarchical,51,28,3,0.3,29.442
Hierarchical,51,29,4,0.4,27.152
Hierarchical,51,30,3,0.3,26.802
Hierarchical,51,31,2,0.2,31.476
Hierarchical,51,32,0,0.0,40.534
Hierarchical,51,33,2,0.2,29.694
Hierarchical,51,34,4,0.4,26.782
Hierarchical,51,35,4,0.4,27.696
Hierarchical,51,36,3,0.3,30.96
Hierarchical,51,37,2,0.2,28.986
Hierarchical,51,38,9,0.9,26.388
Hierarchical,51,39,5,0.5,26.964
Hierarchical,51,40,0,0.0,32.28
Hierarchical,51,41,1,0.1,27.982
Hierarchical,51,42,8,0.8,24.896
Hierarchical,51,43,8,0.8,23.05
Hierarchical,51,44,2,0.2,27.912
Hierarchical,51,45,4,0.4,25.992
Hierarchical,51,46,7,0.7,25.272
Hierarchical,51,47,3,0.3,27.184
Hierarchical,51,48,5,0.5,29.082
Hierarchical,51,49,1,0.1,30.432
Hierarchical,51,50,5,0.5,26.794
Hierarchical,51,51,5,0.5,28.488
Hierarchical,51,52,1,0.1,29.682
Hierarchical,51,53,3,0.3,26.482
Hierarchical,51,54,7,0.7,26.414
Hierarchical,51,55,7,0.7,29.256
Hierarchical,51,56,4,0.4,29.484
Hierarchical,51,57,2,0.2,28.096
Hierarchical,51,58,2,0.2,29.192
Hierarchical,51,59,6,0.6,25.424
Hierarchical,51,60,2,0.2,28.902
Hierarchical,51,61,2,0.2,28.568
Hierarchical,51,62,4,0.4,25.836
Hierarchical,51,63,3,0.3,28.736
Hierarchical,51,64,3,0.3,28.718
Hierarchical,51,65,6,0.6,26.328
Hierarchical,51,66,5,0.5,25.834
Hierarchical,51,67,10,1.0,29.726
Hierarchical,51,68,7,0.7,26.408
Hierarchical,51,69,2,0.2,28.204
Hierarchical,51,70,7,0.7,28.696
Hierarchical,51,71,1,0.1,29.118
Hierarchical,51,72,6,0.6,26.124
Hierarchical,51,73,4,0.4,29.168
Hierarchical,51,74,4,0.4,28.348
Hierarchical,51,75,4,0.4,27.582
Hierarchical,51,76,2,0.2,34.698
Hierarchical,51,77,4,0.4,28.34
Hierarchical,51,78,4,0.4,27.936
Hierarchical,51,79,3,0.3,25.43
